bioguide,facebook,facebook_id,govtrack,instagram,instagram_id,thomas,twitter,twitter_id,youtube,youtube_id
R000600,congresswomanaumuaamata,1537155909907320,412664.0,,,02222,RepAmata,3026622545.0,,UCGdrLQbt1PYDTPsampx4t1A
Y000064,RepToddYoung,186203844738421,412428.0,,,02019,RepToddYoung,234128524.0,RepToddYoung,UCuknj4PGn91gHDNAfboZEgQ
E000295,senjoniernst,351671691660938,412667.0,senjoniernst,1582702853.0,02283,SenJoniErnst,2856787757.0,,UCLwrmtF_84FIcK3TyMs4MIw
T000476,SenatorThomTillis,1576257352609470,412668.0,,,02291,senthomtillis,2964174789.0,,UCUD9VGV4SSGWjGdbn37Ea2w
Y000063,CongressmanKevinYoder,154026694650252,412430.0,,,02021,RepKevinYoder,252819642.0,RepYoder,UCCeYmn4A8kZEHCcAfeUW9lQ
Y000062,214258646163,214258646163,412211.0,,,01853,RepJohnYarmuth,384913290.0,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg
Y000033,RepDonYoung,7476269851,400440.0,,,01256,RepDonYoung,37007274.0,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A
W000809,RepSteveWomack,135898413136490,412402.0,,,01991,Rep_SteveWomack,234469322.0,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw
W000808,RepWilson,162327487151626,412412.0,,,02004,RepWilson,234014087.0,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA
W000806,RepWebster,188572961157305,412410.0,,,02002,RepWebster,281540744.0,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw
W000805,MarkRWarner,7935122852,412321.0,senatorwarner,515327940.0,01897,MarkWarner,7429102.0,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw
W000804,RepRobWittman,38932542633,412255.0,,,01886,RobWittman,15356407.0,RobWittman,UCIqIb-OaTbkIdU426eYIdPg
W000802,SenatorWhitehouse,194172833926853,412247.0,SenWhitehouse,,01823,SenWhitehouse,242555999.0,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA
W000800,PeterWelch,72680720883,412239.0,peterwelchvt,1559860900.0,01879,PeterWelch,1410590874.0,reppeterwelch,UC0YfApJx6qNaAQ-ir93U8xA
W000798,RepWalberg,187654104587692,412213.0,,,01855,RepWalberg,237862972.0,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg
W000797,RepDWS,88904724121,400623.0,RepDWSTweets,,01777,RepDWStweets,1140648348.0,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w
W000795,JoeWilson,70150469414,400433.0,repjoewilson,519685522.0,01688,RepJoeWilson,254082173.0,RepJoeWilson,UC3aR1B8m7Z1uycO65yDnpCg
W000791,repgregwalden,313301365382225,400419.0,repgregwalden,382962594.0,01596,RepGregWalden,32010840.0,RepGregWalden,UCyaDp6ANSM9tvW7Y3LT_4KQ
W000779,,,300100.0,wydenpress,9443881.0,01247,RonWyden,250188760.0,senronwyden,UCsd3UEaoLoqX60P88BdpGGw
W000437,SenatorWicker,158401580882385,400432.0,senatorwicker,367948073.0,01226,SenatorWicker,264219447.0,SenatorWicker,UCIlKHiTjSkcQP_knBcXHWSg
W000187,MaxineWaters,117483585008,400422.0,,,01205,MaxineWaters,36686040.0,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ
V000128,chrisvanhollen,109304033877,400415.0,chrisvanhollen,268595235.0,01729,ChrisVanHollen,18137749.0,RepChrisVanHollen,UCkpfJWu1N9Okd6PE_NidtBQ
V000108,repvisclosky,118723661514709,400417.0,,,01188,RepVisclosky,193872188.0,PeteVisclosky1,UC9njNo6tTComo9Kn7imz7Mg
V000081,8037068318,8037068318,400416.0,,,01184,NydiaVelazquez,164369297.0,nydiavelazquez,UCqMKPkKeeHFOOiZ9vxhXGVg
U000039,senatortomudall,106433512869,400413.0,,,01567,SenatorTomUdall,60828944.0,senatortomudall,UCADpIVS6bxOcr-uWnJCC9pQ
U000031,RepFredUpton,212027388827797,400414.0,,,01177,RepFredUpton,124224165.0,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w
T000470,CongressmanScottTipton,191428784201721,412405.0,,,01997,RepTipton,242873057.0,RepScottTipton,UCh9ssh1dvzpr1HOWaFm8rcg
T000469,paul.tonko,30671144824,412319.0,,,01942,RepPaulTonko,84119348.0,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ
T000468,CongresswomanTitus,120660834778561,412318.0,dinatitusnv,1110185253.0,01940,RepDinaTitus,122174004.0,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw
T000467,CongressmanGT,14463006747,412317.0,,,01952,CongressmanGT,18967498.0,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ
T000465,RepTsongas,131079823624873,412254.0,,,01884,NikiInTheHouse,242892689.0,RepTsongas,UCVyHRbyMpIF3_Xfl4LzumCA
T000464,senatortester,210573031664,412244.0,,,01829,SenatorTester,515822213.0,senatorjontester,UCgXAF-CON1coZFMxQkfj0fg
T000463,RepMikeTurner,9275036647,400411.0,,,01741,RepMikeTurner,51228911.0,CongressmanTurner,UC-6Ss-aZ3OPisf9GdVGtN8g
T000462,RepPatTiberi,90452932937,400406.0,pattiberi,1213878120.0,01664,TiberiPress,3145255727.0,PatTiberi,UCr9reyLip23im9SVDJ9IGAg
T000461,senatortoomey,189274047751251,400408.0,,,02085,SenToomey,221162525.0,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw
T000460,RepMikeThompson,7109195747,400403.0,,,01593,RepThompson,303861808.0,CongressmanMThompson,UC6pGbtqHZYZmScFGSz5bbdg
T000250,,,400546.0,,,01534,SenJohnThune,296361085.0,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ
T000238,repmacthornberry,7760165627,400404.0,,,01155,MacTXPress,377534571.0,RepMacThornberry,UCIfCqubtIZnQDwDS8YNmL2A
T000193,7259193379,7259193379,400402.0,benniegthompson,347410575.0,01151,BennieGThompson,82453460.0,RepBennieThompson,UCzt2pBxh0dI24kYrWretXRw
S001189,RepAustinScott,131177916946914,412417.0,,,02009,AustinScottGA08,234797704.0,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ
S001187,116058275133542,116058275133542,412461.0,RepSteveStivers,,02047,RepSteveStivers,211420609.0,RepSteveStivers,UCfZrE20pIcR-LeFUV7r2Ixw
S001185,RepSewell,117758198297225,412396.0,,,01988,RepTerriSewell,381152398.0,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q
S001184,SenatorTimScott,163207553711385,412471.0,SenatorTimScott,,02056,SenatorTimScott,217543151.0,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w
S001183,repdavidschweikert,150338151681908,412399.0,repdavid,181147397.0,01994,RepDavid,229197216.0,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw
S001181,SenatorShaheen,127503767282103,412323.0,,,01901,SenatorShaheen,109287731.0,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA
S001180,repschrader,94978896695,412315.0,,,01950,RepSchrader,20545793.0,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw
S001177,153423912663,153423912663,412312.0,,,01962,,,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ
S001176,RepSteveScalise,50936151681,412261.0,stevescalise,1210937919.0,01892,SteveScalise,1209417007.0,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw
S001175,JackieSpeier,99332606976,412259.0,,,01890,RepSpeier,24913074.0,jackiespeierca12,UCevmyTb0HSO8irVaR2gYyoA
S001172,,,412217.0,,,01860,RepAdrianSmith,296245061.0,RepAdrianSmith,UCIgn2z-hwxx_aeggnyhv54Q
S001165,81058818750,81058818750,412186.0,,,01818,RepSires,18696134.0,RepSiresNJ13,UCfdEcWPNGoIxpYoTANF4PBA
S001157,113303673339,113303673339,400363.0,,,01722,RepDavidScott,168673083.0,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w
S001156,CongresswomanLindaSanchez,110685735673141,400355.0,,,01757,RepLindaSanchez,312134473.0,LindaTSanchez,UCu1K6uHxjMgj2mvzM7O9-ow
S001154,Rep.Shuster,54386677806,409888.0,,,01681,RepBillShuster,22527499.0,repshuster,UCEfLAXoX-pV3ETccADGOdXg
S001150,RepAdamSchiff,9086721830,400361.0,,,01635,RepAdamSchiff,29501253.0,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA
S001148,96007744606,96007744606,400376.0,,,01590,CongMikeSimpson,76132891.0,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g
S001145,janschakowsky,160143957118,400360.0,,,01588,JanSchakowsky,24195214.0,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ
S001141,jeffsessions,23444159584,300088.0,,,01548,SenatorSessions,47975734.0,SenatorSessions,UCd5Nv9gL89TCR03kD2SfaIQ
S000770,,,300093.0,,,01531,SenStabenow,76456274.0,senatorstabenow,UCFoDKCvxSwCUfDv-4Eg4K5A
S000583,LamarSmithTX21,107736785195,400381.0,,,01075,LamarSmithTX21,15856366.0,lamarsmithtexas21,UCc2q5flh9dSoyg4W9osGW8Q
S000510,RepAdamSmith,288586617834523,400379.0,,,01528,RepAdamSmith,58928690.0,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g
S000480,RepLouiseSlaughter,82424647700,400378.0,,,01069,LouiseSlaughter,63169388.0,louiseslaughter,UCm9G5-ikIk62LgZxRnlB7fg
S000364,repshimkus,123916254317516,400373.0,,,01527,RepShimkus,15600527.0,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw
S000344,63158229861,63158229861,400371.0,,,01526,BradSherman,30216513.0,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug
S000320,RichardShelby,50850514797,300089.0,,,01049,SenShelby,21111098.0,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw
S000250,petesessions,367963843082,400367.0,,,01525,PeteSessions,24735461.0,PeteSessions,UCDSBWdAlrCZq2W8P3wR_LCg
S000248,RepJoseSerrano,273446508512,400366.0,repjoseserrano,1422526654.0,01042,RepJoseSerrano,33563161.0,,
S000244,RepSensenbrenner,,400365.0,,,01041,JimPressOffice,851621377.0,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A
S000185,CongressmanBobbyScott,123839200978190,400364.0,repbobbyscott,1173348983.0,01037,BobbyScott,161791703.0,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA
S000148,chuckschumer,15771239406,300087.0,,,01036,SenSchumer,17494010.0,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw
S000033,senatorsanders,9124187907,400357.0,,,01010,SenSanders,29442313.0,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA
R000595,SenatorMarcoRubio,178910518800987,412491.0,,,02084,SenRubioPress,229966028.0,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg
R000593,dennis.ross.376,469477579757018,412411.0,,,02003,RepDennisRoss,33655490.0,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ
R000592,RepToddRokita,183180288372896,412426.0,RepToddRokita,,02017,ToddRokita,17544524.0,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA
R000591,Representative.Martha.Roby,174519582574426,412394.0,,,01986,RepMarthaRoby,224294785.0,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ
R000588,RepRichmond,197737020257085,412432.0,,,02023,RepRichmond,267854863.0,,
R000586,repjimrenacci,187639524595278,412462.0,,,02048,RepJimRenacci,236916916.0,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw
R000585,RepTomReed,102449199835273,412393.0,,,01982,RepTomReed,252819323.0,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg
R000583,reptomrooney,117697790448,412311.0,,,01916,TomRooney,23970171.0,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA
R000582,DrPhilRoe,130725126985966,412310.0,,,01954,DrPhilRoe,52503751.0,drphilroe,UC8muYurPSNO8x2Qqk40mVOA
R000580,RepRoskam,118777661469195,412202.0,,,01848,PeterRoskam,20015903.0,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw
R000578,repdavereichert,91504302598,400660.0,,,01810,DaveReichert,16102244.0,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg
R000577,timryan,121560497865,400352.0,,,01756,RepTimRyan,13491312.0,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA
R000576,184756771570504,184756771570504,400349.0,,,01728,Call_Me_Dutch,305620929.0,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw
R000575,171770326187035,171770326187035,400341.0,repmikerogersal,259435765.0,01704,RepMikeRogersAL,33977070.0,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg
R000570,speakerryan,924244934290700,400351.0,SpeakerRyan,,01560,SpeakerRyan,18916432.0,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw
R000515,congressmanbobbyrush,230753786936538,400350.0,,,01003,RepBobbyRush,305216911.0,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g
R000487,EdRoyce,6460640558,400348.0,,,00998,RepEdRoyce,246769138.0,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw
R000486,RepRoybalAllard,139773069370563,400347.0,,,00997,RepRoybalAllard,479872233.0,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg
R000435,iroslehtinen,286546974761109,400344.0,,,00985,RosLehtinen,14275291.0,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA
R000395,CongressmanHalRogers,6722039085,400340.0,,,00977,RepHalRogers,550401754.0,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ
R000307,SenPatRoberts,205694792808927,300083.0,,,00968,SenPatRoberts,75364211.0,SenPatRoberts,UCRpswvC8LgxzE9AYSFpqUgw
R000122,SenJackReed,213866375370646,300081.0,,,00949,SenJackReed,486694111.0,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw
Q000023,repmikequigley,158963645688,412331.0,repmikequigley,1403659583.0,01967,RepMikeQuigley,56864092.0,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA
P000603,SenatorRandPaul,161355253917286,412492.0,senatorrandpaul,541357095.0,02082,,,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ
P000602,CongressmanPompeo,101965369880683,412431.0,,,02022,RepMikePompeo,244268646.0,congressmanpompeo,UCHxVnNpdjh6jqutY91ufgUw
P000601,stevenpalazzo,186908658003781,412443.0,,,02035,CongPalazzo,299883942.0,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA
P000599,bill.posey15,100000080395369,412309.0,,,01915,CongBillPosey,25086658.0,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA
P000598,jaredpolis,53481427529,412308.0,,,01910,JaredPolis,15361570.0,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw
P000597,ChelliePingree,91529332807,412307.0,,,01927,ChelliePingree,14984637.0,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg
P000595,SenatorGaryPeters,88851604323,412305.0,sengarypeters,1640246681.0,01929,SenGaryPeters,236511574.0,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ
P000594,CongressmanErikPaulsen,128558293848160,412303.0,,,01930,RepErikPaulsen,17513304.0,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg
P000593,RepPerlmutter,86174496459,412192.0,,,01835,RepPerlmutter,20552026.0,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g
P000592,106631626049851,106631626049851,400652.0,judgetedpoe,438265816.0,01802,JudgeTedPoe,74198348.0,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw
P000591,reptomprice,172032960420,400626.0,,,01778,RepTomPrice,6577802.0,RepTomPrice,UCFdG6NwEceyorspUdEduBUg
P000588,RepStevePearce,180280568662135,400313.0,,,01738,RepStevePearce,235271965.0,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ
P000523,,,400326.0,,,00930,RepDavidEPrice,155669457.0,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw
P000449,senrobportman,45243961073,400325.0,senrobportman,370356159.0,00924,SenRobPortman,18915145.0,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew
P000197,NancyPelosi,86574174383,400314.0,,,00905,NancyPelosi,15764644.0,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg
P000096,pascrell,303312929155,400309.0,,,01510,BillPascrell,74508260.0,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ
P000034,repfrankpallone,6517277731,400308.0,,,00887,FrankPallone,31801993.0,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A
O000168,20718168936,20718168936,412302.0,,,01955,RepPeteOlson,20053279.0,,
N000184,,,412475.0,,,02060,RepKristiNoem,235251868.0,RepKristiNoem,UCZPzuVONjRwo5TsrKzbYRVA
N000181,,,400297.0,,,01710,Rep_DevinNunes,344972339.0,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w
N000179,RepGraceNapolitano,163108420409412,400290.0,,,01602,GraceNapolitano,161411080.0,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA
N000147,CongresswomanNorton,61731840657,400295.0,,,00868,EleanorNorton,23600262.0,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ
N000032,,,300078.0,,,00859,SenBillNelson,20597460.0,senbillnelson,UC1Iir7_h98mI9-hHzrDJWpw
N000015,325642654132598,325642654132598,400291.0,,,00854,RepRichardNeal,442824717.0,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g
N000002,CongressmanNadler,78291598977,400289.0,,,00850,RepJerryNadler,40302336.0,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ
M001183,JoeManchinIII,10150135395755161,412391.0,,,01983,Sen_JoeManchin,234374703.0,SenatorJoeManchin,UCGyPK_ye2ptpzQgOjKIn7ag
M001182,MulvaneySC5,188649667827713,412474.0,,,02059,RepMickMulvaney,240385577.0,RepMickMulvaney,UC9G3WmNenRi-g1zlDMIj4vQ
M001181,CongressmanPatrickMeehan,136000283132824,412466.0,,,02052,RepMeehan,248850174.0,repmeehan,UCfOy3eW-KIg4aI3w_azyY6g
M001180,RepMcKinley,130377260362609,412487.0,,,02074,RepMcKinley,240427862.0,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g
M001179,144408762280226,144408762280226,412468.0,reptommarino,1395145806.0,02053,RepTomMarino,240363117.0,RepMarino,UCL8AvZKY5KuPk0T7G0jv7HA
M001177,81125319109,81125319109,412295.0,,,01908,RepMcClintock,50152441.0,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw
M001176,jeffmerkley,74374931545,412325.0,senjeffmerkley,501463589.0,01900,SenJeffMerkley,29201047.0,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ
M001170,senatormccaskill,131498087618,412243.0,clairecmc,182810702.0,01820,McCaskillOffice,57065141.0,SenatorMcCaskill,UCnarZ9jmNhI-eDcEPBwqMFw
M001166,jerrymcnerney,215241308510238,412189.0,,,01832,RepMcNerney,385429543.0,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug
M001165,CongressmanKevinMcCarthy,51052893175,412190.0,RepKevinMcCarthy,,01833,GOPLeader,19739126.0,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA
M001163,doris.matsui,,400663.0,,,01814,DorisMatsui,38254095.0,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw
M001160,GwenSMoore,58864029545,400661.0,,,01811,RepGwenMoore,22669526.0,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew
M001159,mcmorrisrodgers,321618789771,400659.0,,,01809,CathyMcMorris,17976923.0,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg
M001158,RepKennyMarchant,6349487899,400656.0,,,01806,RepKenMarchant,23976316.0,RepKennyMarchant,UCQpnTMp5TdTRWEes8cjIfyQ
M001157,michaeltmccaul,6355254859,400654.0,,,01804,RepMcCaul,26424123.0,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA
M001156,CongressmanMcHenry,8045519803,400644.0,reppatrickmchenry,353406473.0,01792,PatrickMcHenry,27676828.0,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w
M001153,SenLisaMurkowski,25271170290,300075.0,,,01694,LisaMurkowski,18061669.0,senatormurkowski,UCaigku16AErqvD0wRuwGb9A
M001151,reptimmurphy,105769762798552,400285.0,,,01744,RepTimMurphy,117777832.0,TimMurphyPA18,UCmMrDji88FxLeqgin2ehA9A
M001143,repbettymccollum,153386471383393,400259.0,,,01653,BettyMcCollum04,516880804.0,,
M001137,gregorymeeksny05,1557025818,400271.0,,,01506,GregoryMeeks,22812754.0,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ
M001111,,,300076.0,senpattymurray,426137845.0,01409,PattyMurray,293131808.0,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA
M000934,jerrymoran,171578807105,400284.0,senjerrymoran,298271065.0,01507,JerryMoran,18632666.0,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A
M000639,senatormenendez,349744811357,400272.0,senatormenendez,433044338.0,00791,SenatorMenendez,18695134.0,SenatorMenendezNJ,UC0PV0K9Z5a9p3D5917KF5fw
M000355,mitchmcconnell,,300072.0,,,01395,McConnellPress,339822881.0,,
M000312,RepJimMcGovern,148299805224565,400263.0,,,01504,RepMcGovern,242426145.0,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g
M000303,johnmccain,6425923706,300071.0,senjohnmccain,44979810.0,00754,SenJohnMcCain,19394188.0,SenatorJohnMcCain,UC9IJssXDUaKHzwx6gW4wEoA
M000133,EdJMarkey,6846731378,400253.0,,,00735,SenMarkey,3047090620.0,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA
M000087,RepCarolynMaloney,397176447066236,400251.0,,,00729,RepMaloney,258900199.0,,
L000577,senatormikelee,178081365556898,412495.0,senmikelee,391361701.0,02080,SenMikeLee,88784440.0,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A
L000576,Rep.Billy.Long,139631049438354,412445.0,,,02033,USRepLong,1444015610.0,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g
L000575,SenatorLankford,130873066975024,412464.0,senatorlankford,1552251018.0,02050,SenatorLankford,225921757.0,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q
L000573,raul.r.labrador,180970951936493,412419.0,,,02011,Raul_Labrador,246341769.0,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA
